28430 || Block Identifier 2
28430 || Initialization 83
28430 || 83 | 112 | 118 || 0.100000 0.099833 0.000000 3
28430 || 83 | 119 | 125 || 0.100000 2.701512 0.000000 3
28430 || 83 | 126 | 133 || 0.100000 0.269701 0.000000 3
28430 || 83 | 126 | 134 || 0.100000 2.801345 0.000000 3
28430 || 83 | 112 | 118 || 0.200000 0.198669 0.000000 3
28430 || 83 | 119 | 125 || 0.200000 -2.080734 0.000000 3
28430 || 83 | 126 | 133 || 0.200000 -0.413378 0.000000 3
28430 || 83 | 126 | 134 || 0.200000 -1.882065 0.000000 3
28430 || 83 | 112 | 118 || 0.300000 0.295520 0.000000 3
28430 || 83 | 119 | 125 || 0.300000 -4.949962 0.000000 3
28430 || 83 | 126 | 133 || 0.300000 -1.462814 0.000000 3
28430 || 83 | 126 | 134 || 0.300000 -4.654442 0.000000 3
28430 || 83 | 112 | 118 || 0.400000 0.389418 0.000000 3
28430 || 83 | 119 | 125 || 0.400000 -3.268218 0.000000 3
28430 || 83 | 126 | 133 || 0.400000 -1.272704 0.000000 3
28430 || 83 | 126 | 134 || 0.400000 -2.878800 0.000000 3
28430 || 83 | 112 | 118 || 0.500000 0.479426 0.000000 3
28430 || 83 | 119 | 125 || 0.500000 1.418311 0.000000 3
28430 || 83 | 126 | 133 || 0.500000 0.679974 0.000000 3
28430 || 83 | 126 | 134 || 0.500000 1.897736 0.000000 3
28430 || 83 | 112 | 118 || 0.600000 0.564642 0.000000 3
28430 || 83 | 119 | 125 || 0.600000 4.800851 0.000000 3
28430 || 83 | 126 | 133 || 0.600000 2.710765 0.000000 3
28430 || 83 | 126 | 134 || 0.600000 5.365494 0.000000 3
28430 || 83 | 112 | 118 || 0.700000 0.644218 0.000000 3
28430 || 83 | 119 | 125 || 0.700000 3.769511 0.000000 3
28430 || 83 | 126 | 133 || 0.700000 2.428386 0.000000 3
28430 || 83 | 126 | 134 || 0.700000 4.413729 0.000000 3
28430 || 83 | 112 | 118 || 0.800000 0.717356 0.000000 3
28430 || 83 | 119 | 125 || 0.800000 -0.727500 0.000000 3
28430 || 83 | 126 | 133 || 0.800000 -0.521877 0.000000 3
28430 || 83 | 126 | 134 || 0.800000 -0.010144 0.000000 3
28430 || 83 | 112 | 118 || 0.900000 0.783327 0.000000 3
28430 || 83 | 119 | 125 || 0.900000 -4.555651 0.000000 3
