29125 || Initialization 83
29125 || 83 | 112 | 117 || 0.000000 0.000000 0.000000 1
29125 || 83 | 112 | 118 || 0.000000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.100000 0.499167 0.000000 1
29125 || 83 | 112 | 118 || 0.100000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.200000 0.993347 0.000000 1
29125 || 83 | 112 | 118 || 0.200000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.300000 1.477601 0.000000 1
29125 || 83 | 112 | 118 || 0.300000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.400000 1.947092 0.000000 1
29125 || 83 | 112 | 118 || 0.400000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.500000 2.397128 0.000000 1
29125 || 83 | 112 | 118 || 0.500000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.600000 2.823212 0.000000 1
29125 || 83 | 112 | 118 || 0.600000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.700000 3.221088 0.000000 1
29125 || 83 | 112 | 118 || 0.700000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.800000 3.586780 0.000000 1
29125 || 83 | 112 | 118 || 0.800000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 0.900000 3.916635 0.000000 1
29125 || 83 | 112 | 118 || 0.900000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.000000 4.207355 0.000000 1
29125 || 83 | 112 | 118 || 1.000000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.100000 4.456037 0.000000 1
29125 || 83 | 112 | 118 || 1.100000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.200000 4.660195 0.000000 1
29125 || 83 | 112 | 118 || 1.200000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.300000 4.817791 0.000000 1
29125 || 83 | 112 | 118 || 1.300000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.400000 4.927249 0.000000 1
29125 || 83 | 112 | 118 || 1.400000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.500000 4.987475 0.000000 1
29125 || 83 | 112 | 118 || 1.500000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.600000 4.997868 0.000000 1
29125 || 83 | 112 | 118 || 1.600000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.700000 4.958324 0.000000 1
29125 || 83 | 112 | 118 || 1.700000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.800000 4.869238 0.000000 1
29125 || 83 | 112 | 118 || 1.800000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 1.900000 4.731500 0.000000 1
29125 || 83 | 112 | 118 || 1.900000 10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.000000 4.546487 0.000000 1
29125 || 83 | 112 | 118 || 2.000000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.100000 4.316047 0.000000 1
29125 || 83 | 112 | 118 || 2.100000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.200000 4.042482 0.000000 1
29125 || 83 | 112 | 118 || 2.200000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.300000 3.728526 0.000000 1
29125 || 83 | 112 | 118 || 2.300000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.400000 3.377316 0.000000 1
29125 || 83 | 112 | 118 || 2.400000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.500000 2.992361 0.000000 1
29125 || 83 | 112 | 118 || 2.500000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.600000 2.577507 0.000000 1
29125 || 83 | 112 | 118 || 2.600000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.700000 2.136899 0.000000 1
29125 || 83 | 112 | 118 || 2.700000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.800000 1.674941 0.000000 1
29125 || 83 | 112 | 118 || 2.800000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 2.900000 1.196247 0.000000 1
29125 || 83 | 112 | 118 || 2.900000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.000000 0.705600 0.000000 1
29125 || 83 | 112 | 118 || 3.000000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.100000 0.207903 0.000000 1
29125 || 83 | 112 | 118 || 3.100000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.200000 -0.291871 0.000000 1
29125 || 83 | 112 | 118 || 3.200000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.300000 -0.788728 0.000000 1
29125 || 83 | 112 | 118 || 3.300000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.400000 -1.277706 0.000000 1
29125 || 83 | 112 | 118 || 3.400000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.500000 -1.753916 0.000000 1
29125 || 83 | 112 | 118 || 3.500000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.600000 -2.212602 0.000000 1
29125 || 83 | 112 | 118 || 3.600000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.700000 -2.649181 0.000000 1
29125 || 83 | 112 | 118 || 3.700000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.800000 -3.059289 0.000000 1
29125 || 83 | 112 | 118 || 3.800000 -10.000000 0.000000 1
29125 || 83 | 112 | 117 || 3.900000 -3.438831 0.000000 1
